Locus	Paralog_Name	Nested_Paralogs
nGroup_18875	nGroup_18875_1_2_1_1_2	nGroup_18875_1_2_1_1_2_2_1_1,nGroup_18875_1_2_1_1_2,nGroup_18875_1_2_1_1_2_2
nGroup_18875	nGroup_18875_1_2_1_2_1_1_2	nGroup_18875_1_2_1_2_1_1_2
nGroup_18875	nGroup_18875_1_2_1_1_2_1	nGroup_18875_1_2_1_1_2_1_1_1,nGroup_18875_1_2_1_1_2_1
nGroup_18875	nGroup_18875_1_2_1_1_1	nGroup_18875_1_2_1_1_1
nGroup_3058	Ambig_nGroup_3058_3	Ambig_nGroup_3058_3
nGroup_3058	nGroup_3058_1_2_1_1	nGroup_3058_1_2_1_1
nGroup_3058	nGroup_3058_6	Ambig_nGroup_3058_4_2,nGroup_3058_6
nGroup_3058	nGroup_3058_4	nGroup_3058_4
nGroup_3058	nGroup_3058_1_1_1	nGroup_3058_1_1_1
nGroup_3058	nGroup_3058_1_1_2	nGroup_3058_1_1_2_4,nGroup_3058_1_1_2_6,nGroup_3058_1_1_2_1,nGroup_3058_1_1_2
nGroup_3058	nGroup_3058_8	nGroup_3058_8
nGroup_3058	Ambig_nGroup_3058_4_1	Ambig_nGroup_3058_4_1
nGroup_3058	nGroup_3058_1_2	nGroup_3058_1_2_3,nGroup_3058_1_2_2,nGroup_3058_1_2
nGroup_3058	nGroup_3058_1_1_2_5_1	nGroup_3058_1_1_2_5_1
nGroup_3058	nGroup_3058_2	nGroup_3058_9,nGroup_3058_2,nGroup_3058,nGroup_3058_5,nGroup_3058_7
nGroup_3058	nGroup_3058_1_1_2_5_2	nGroup_3058_1_1_2_5_2
nGroup_3058	nGroup_3058_1_1_2_2	nGroup_3058_1_1_2_2
nGroup_3058	nGroup_3058_1_2_1_2	nGroup_3058_1_2_1_2
nGroup_3058	nGroup_3058_1_2_4	nGroup_3058_1_2_4
nGroup_3058	nGroup_3058_1_1_2_3	nGroup_3058_1_1_2_3
ppc1	ppc1_1_2_5_2	ppc1_1_2_5_2
ppc1	ppc1_1_2_5_4	ppc1_1_2_5_4
ppc1	ppc1_1_2_5_6	ppc1_1_2_5_6
ppc1	ppc1_1_2_1	ppc1_1_2_1
ppc1	ppc1_1_1_1_2_5	ppc1_1_1_1_2_5
ppc1	ppc1_1_1_1_2_3	ppc1_1_1_1_2_3
ppc1	ppc1_1_1_1_1_2_2_2_8	ppc1_1_1_1_1_2_2_2_8
ppc1	ppc1_1_1_1_1_2_2_2_2	ppc1_1_1_1_1_2_2_2_2
ppc1	ppc1_1_1_1_1_2_2_2_4	ppc1_1_1_1_1_2_2_2_4
ppc1	ppc1_1_1_1_1_2_2_2_6	ppc1_1_1_1_1_2_2_2_6
ppc1	ppc1_3	ppc1_3,ppc1_5
ppc1	Ambig_ppc1_none_4	Ambig_ppc1_none_4
ppc1	ppc1_1_2_6_6	ppc1_1_2_6_6
ppc1	ppc1_9	ppc1_9
ppc1	ppc1_1_2_6_4	ppc1_1_2_6_4
ppc1	ppc1_1_2_6_2	ppc1_1_2_6_2
ppc1	ppc1_1_2_5_8	ppc1_1_2_5_8
ppc1	ppc1_1_2_3	ppc1_1_2_3
ppc1	ppc1_1_2_4_1	ppc1_1_2_4_1
ppc1	ppc1_1_2_5	ppc1_1_2_5_3,ppc1_1_2_5_1,ppc1_1_2_5,ppc1_1_2_5_7,ppc1_1_2_5_5
ppc1	ppc1_1_1_1_2_2	ppc1_1_1_1_2_2
ppc1	ppc1_1_1_1_1_2_2_1_1	ppc1_1_1_1_1_2_2_1_1
ppc1	ppc1_1_1_1_1_2_2_2_9	ppc1_1_1_1_1_2_2_2_9
ppc1	ppc1_1_1_1_1_2_2_1_2	ppc1_1_1_1_1_2_2_1_2
ppc1	ppc1_1_1_1_1_1_1_1_1_2	ppc1_1_1_1_1_1_1_1_1_2
ppc1	ppc1_1_1_1_1_1_1_2	ppc1_1_1_1_1_1_1_2
ppc1	ppc1_1_1_1_1_2_1	ppc1_1_1_1_1_2_1
ppc1	ppc1_1_1_1_1_1_1_1_1_1	ppc1_1_1_1_1_1_1_1_1_1
ppc1	Ambig_ppc1_none_1	Ambig_ppc1_none_1
ppc1	ppc-1E2_1	ppc-1E2_1
ppc1	Ambig_ppc1_none_2	Ambig_ppc1_none_2
ppc1	ppc1_1	ppc1_1_2_6_1,ppc1_1_2_2,ppc1_1_2_4_2,ppc1_1,ppc1_1_2,ppc1_1_2_4,ppc1_1_2_6,ppc1_1_2_6_5,ppc1,ppc1_1_2_6_3
ppc1	Ambig_ppc1_none_3	Ambig_ppc1_none_3
ppc1	ppc1_1_1_1_1_1_2	ppc1_1_1_1_1_1_2
ppc1	ppc1_1_1_1_1_1_1_1_2	ppc1_1_1_1_1_1_1_1_2
ppc1	ppc1_2	ppc1_2,ppc1_11,ppc1_10,ppc1_7,ppc1_4
ppc1	ppc1_1_1_1_1_2	ppc1_1_1_1_1_2_2_2,ppc1_1_1_1_1_2_2_2_10,ppc1_1_1_1_1_2_2_2_7,ppc1_1_1_1_1_2_2_2_5,ppc1_1_1_1_1_2_2_2_3,ppc1_1_1_1_1_2_2_2_1,ppc1_1_1_1_1_2
ppc1	ppc1_1_1_1_2	ppc1_1_1_1_2_4,ppc1_1_1_1_2_6,ppc1_1_1_1_2_1,ppc1_1_1_1_2
ppc1	ppc1_1_1_2	ppc1_1_1_2
nGroup_7482	7482_1	7482_1
nGroup_7482	nGroup_7482_6	nGroup_7482_6
nGroup_7482	nGroup_7482_8	nGroup_7482_8
nGroup_7482	nGroup_7482_2	7482_2,nGroup_7482,nGroup_7482_4,nGroup_7482_7,nGroup_7482_3,nGroup_7482_2
nGroup_7482	nGroup_7482_5	nGroup_7482_5
nGroup_7482	nGroup_7482_1	nGroup_7482_1
nGroup_902	nGroup_902_2	nGroup_902_2
nGroup_902	nGroup_902_3	nGroup_902_3
nGroup_902	nGroup_902_1	Ambig_nGroup_902_none_1,nGroup_902_1,nGroup_902
